content,score,label,length,tokens,adjectives,verbs,actionable,feedback_type
"it's awful, insensitive to feelings, hurts without a care, and doesn't even try to fix the mistake.",1,negative,99,"['awful', 'insensitive', 'feelings', 'hurts', 'without', 'care', 'even', 'try', 'fix', 'mistake']","['awful', 'insensitive']","['hurts', 'try', 'fix']",True,['bug']
"Horrible, bring back 4o",1,negative,23,"['horrible', 'bring', 'back']",['Horrible'],['bring'],False,[]
can't upload more than five photo daily,2,negative,39,"['upload', 'five', 'photo', 'daily']",['more'],['upload'],False,[]
Ai is being oversmart reason: i ask one title for my video then after uploading video i show screenshot of title the same title i put but the ai say : don't use this title ______________________________ Devolper pls requested to fix that (*_*),1,negative,243,"['ai', 'oversmart', 'reason', 'ask', 'one', 'title', 'video', 'uploading', 'video', 'show', 'screenshot', 'title', 'title', 'put', 'ai', 'say', 'use', 'title', 'devolper', 'pls', 'requested', 'fix']",['same'],"['ask', 'uploading', 'show', 'put', 'say', 'use', 'requested', 'fix']",True,['bug']
uninstalling this app after USA deal 😡😡😡 guys now it's chat gpt is unsafe 🥲😡😡🤬🤬🤬,1,negative,80,"['uninstalling', 'app', 'usa', 'deal', 'guys', 'chat', 'gpt', 'unsafe']",['unsafe'],"['uninstalling', '😡']",False,[]
"the moment I open it, it drops the WiFi n it doesn't work",1,negative,57,"['moment', 'open', 'drops', 'wifi', 'n', 'work']",[],"['open', 'drops', 'work']",False,[]
waste one question also not accurate pls uninstall this app,1,negative,59,"['waste', 'one', 'question', 'also', 'accurate', 'pls', 'uninstall', 'app']",['accurate'],"['waste', 'uninstall']",False,[]
you can only upload 2-3 photos in a day for free,1,negative,48,"['upload', 'photos', 'day', 'free']",['free'],['upload'],False,['pricing']
From past few months it's acting really dumb it's either dodge my questions totally or give wrong half inaccurate answers. It happened multiple times.,1,negative,150,"['past', 'months', 'acting', 'really', 'dumb', 'either', 'dodge', 'questions', 'totally', 'give', 'wrong', 'half', 'inaccurate', 'answers', 'happened', 'multiple', 'times']","['few', 'dumb', 'wrong', 'inaccurate', 'multiple']","['acting', 'dodge', 'give', 'happened']",False,['error']
"What should I say, I don't know anything, I just took a chance.",1,negative,63,"['say', 'know', 'anything', 'took', 'chance']",[],"['say', 'know', 'took']",False,[]
absolutely useless. it says ridiculous stuff and gets confused by what it says and then it leads to nowhere. contradicts me on true things. it even contradicts itself and then breaks down.,1,negative,188,"['absolutely', 'useless', 'says', 'ridiculous', 'stuff', 'gets', 'confused', 'says', 'leads', 'nowhere', 'contradicts', 'true', 'things', 'even', 'contradicts', 'breaks']","['useless', 'ridiculous', 'true']","['says', 'confused', 'says', 'leads', 'contradicts', 'contradicts', 'breaks']",False,[]
i could not install app,1,negative,23,"['could', 'install', 'app']",[],['install'],False,[]
it wont let me log in or sign up,1,negative,32,"['wont', 'let', 'log', 'sign']",[],"['let', 'log', 'sign']",False,[]
dub full busy na pakkana chestadi kada ame vachindi yiroju kattesa the same Roopa garu please send me the link of the following is the meaning of lol,1,negative,149,"['dub', 'full', 'busy', 'na', 'pakkana', 'chestadi', 'kada', 'ame', 'vachindi', 'yiroju', 'kattesa', 'roopa', 'garu', 'please', 'send', 'link', 'following', 'meaning', 'lol']","['full', 'busy', 'same']","['dub', 'ame', 'send']",True,[]
Free version is limited.,1,negative,24,"['free', 'version', 'limited']","['Free', 'limited']",[],False,['pricing']
Really dissapointed. Not like it used to be...,1,negative,46,"['really', 'dissapointed', 'like', 'used']",[],"['dissapointed', 'used']",False,[]
recently having issues as from Friday till today keep lost connection and giving me headache,2,negative,92,"['recently', 'issues', 'friday', 'till', 'today', 'keep', 'lost', 'connection', 'giving', 'headache']",[],"['having', 'lost', 'giving']",False,[]
"shocking, lost confidence completely, it's even making excuses. I have been paying and stopped recently as I feel ripped off. Trustpilot reviews will tell you everything.",1,negative,170,"['shocking', 'lost', 'confidence', 'completely', 'even', 'making', 'excuses', 'paying', 'stopped', 'recently', 'feel', 'ripped', 'trustpilot', 'reviews', 'tell', 'everything']",['shocking'],"['lost', 'making', 'paying', 'stopped', 'ripped', 'tell']",False,[]
Since there is no free platform,1,negative,31,"['since', 'free', 'platform']",['free'],['is'],False,['pricing']
"Before one and a half year.ChatGPT was giving direct raw answers (even if it's a bit sexual)for my story writing for manhwa story it was manageable Now it literally even restricts even a hypothesis of frictional scenarios even normal ones and mostly it also rejects, sugarcoat or loop around one thing even questions of basic biology even for learning+story (as a joke) purposes for my work 😐 i originally thought of giving 4,but now it's only 2",2,negative,445,"['one', 'half', 'year', 'chatgpt', 'giving', 'direct', 'raw', 'answers', 'even', 'bit', 'sexual', 'story', 'writing', 'manhwa', 'story', 'manageable', 'literally', 'even', 'restricts', 'even', 'hypothesis', 'frictional', 'scenarios', 'even', 'normal', 'ones', 'mostly', 'also', 'rejects', 'sugarcoat', 'loop', 'around', 'one', 'thing', 'even', 'questions', 'basic', 'biology', 'even', 'learning', 'story', 'joke', 'purposes', 'work', 'originally', 'thought', 'giving']","['direct', 'raw', 'manageable', 'frictional', 'normal', 'sugarcoat', 'basic']","['giving', 'writing', 'restricts', 'rejects', 'loop', 'thought', 'giving']",False,[]
the group chat option isn't working,2,negative,35,"['group', 'chat', 'option', 'working']",[],['working'],False,[]
cool downs are ridiculous. you get 5 maybe 7 images to generate then it tells you to wait hours. dont pay for the subscription its not worth it.,1,negative,144,"['cool', 'downs', 'ridiculous', 'get', 'maybe', 'images', 'generate', 'tells', 'wait', 'hours', 'dont', 'pay', 'subscription', 'worth']","['cool', 'ridiculous', 'worth']","['get', 'generate', 'tells', 'wait', 'pay']",False,['pricing']
I don’t think so It's a good app!Very disappointing!! ❌❌,2,negative,56,"['think', 'good', 'app', 'disappointing']",['good'],['think'],False,[]
",The app is Disappointing as forcing to buy subscription for new advantages . At last it seem to be doing consumeim here. If this app not stop doing it l'll uninstall it from all phone in my house overall it's feel frustrating and not di useful",1,negative,244,"['app', 'disappointing', 'forcing', 'buy', 'subscription', 'new', 'advantages', 'last', 'seem', 'consumeim', 'app', 'stop', 'l', 'uninstall', 'phone', 'house', 'overall', 'feel', 'frustrating', 'di', 'useful']","['Disappointing', 'new', 'last', 'frustrating', 'useful']","['forcing', 'buy', 'seem', 'doing', 'stop', 'doing', 'uninstall', 'feel']",False,"['pricing', 'ux']"
Because of this freaking AI my gf is not talking to me 🤬🤬,1,negative,57,"['freaking', 'ai', 'gf', 'talking']",[],['talking'],False,[]
25 million dollar donation huh. Switching to Claude,1,negative,51,"['million', 'dollar', 'donation', 'huh', 'switching', 'claude']",[],['Switching'],False,[]
"The assistant constantly overcomplicates, makes irrelevant assumptions, and ignores what I clearly say. Every question turns into repeated, useless explanations. Even after clarifying, it loops, wastes time, and fails to give direct answers. This isn’t just one chat — every time you open the app on any topic, it does the same. Completely frustrating. 1/5 — avoid.",1,negative,365,"['assistant', 'constantly', 'overcomplicates', 'makes', 'irrelevant', 'assumptions', 'ignores', 'clearly', 'say', 'every', 'question', 'turns', 'repeated', 'useless', 'explanations', 'even', 'clarifying', 'loops', 'wastes', 'time', 'fails', 'give', 'direct', 'answers', 'one', 'chat', 'every', 'time', 'open', 'app', 'topic', 'completely', 'frustrating', 'avoid']","['irrelevant', 'useless', 'direct', 'same', 'frustrating']","['overcomplicates', 'makes', 'ignores', 'say', 'turns', 'repeated', 'clarifying', 'loops', 'wastes', 'fails', 'give', 'open', 'does']",False,['ux']
"used to be good, but there are clear problems with the model's understanding now. The free version is hindered by too few daily queries compared to last year. Back to google and old fashioned research.",1,negative,201,"['used', 'good', 'clear', 'problems', 'model', 'understanding', 'free', 'version', 'hindered', 'daily', 'queries', 'compared', 'last', 'year', 'back', 'google', 'old', 'fashioned', 'research']","['good', 'clear', 'free', 'few', 'daily', 'last', 'old', 'fashioned']","['used', 'are', 'hindered', 'compared']",False,['pricing']
"gotta be one of the most retarded AIs, gives outdated answers and says ""your source is wrong"" when given an official source",1,negative,123,"['gotta', 'one', 'retarded', 'ais', 'gives', 'outdated', 'answers', 'says', 'source', 'wrong', 'given', 'official', 'source']","['retarded', 'outdated', 'wrong', 'official']","['got', 'gives', 'says', 'given']",False,['error']
"the app is lagging of recent. messages don't send fast, even with fast networks.",2,negative,80,"['app', 'lagging', 'recent', 'messages', 'send', 'fast', 'even', 'fast', 'networks']","['recent', 'fast']","['lagging', 'send']",False,[]
if possible i give minus 5 rating.very third class app.plz don't download anyone.we want's to do something.but aI tell other problems.,1,negative,134,"['possible', 'give', 'minus', 'rating', 'third', 'class', 'app', 'plz', 'download', 'anyone', 'want', 'something', 'ai', 'tell', 'problems']","['possible', 'third', 'app.plz', 'other']","['give', 'download', 'want', 'do', 'tell']",False,['request']
asked for e a male voice it is still femj,1,negative,41,"['asked', 'e', 'male', 'voice', 'still', 'femj']",['male'],['asked'],False,[]
argued with me for stupid reason like a certain character doesn't exist while most certainly does exist and when I went in another chat to give an explanation for the character it give me but when I show that to the chat from before it denied it as proof and then when told this to the chat that give me that explanation it told that it was MT MISTAKE and that I shouldn't have said it or else I would be cooked by that chat again everything else was fine just this experience made me delete it,2,negative,494,"['argued', 'stupid', 'reason', 'like', 'certain', 'character', 'exist', 'certainly', 'exist', 'went', 'another', 'chat', 'give', 'explanation', 'character', 'give', 'show', 'chat', 'denied', 'proof', 'told', 'chat', 'give', 'explanation', 'told', 'mt', 'mistake', 'said', 'else', 'would', 'cooked', 'chat', 'everything', 'else', 'fine', 'experience', 'made', 'delete']","['stupid', 'certain', 'most', 'fine']","['argued', 'exist', 'exist', 'went', 'give', 'give', 'show', 'denied', 'told', 'give', 'told', 'said', 'cooked', 'made', 'delete']",False,[]
App not working voice related issue,1,negative,35,"['app', 'working', 'voice', 'related', 'issue']",[],"['working', 'related']",False,[]
it keeps making me rage it's not giving me smart answers id rather use Google even tho chatgpt makes stories it still makes me angry and I want to scream,1,negative,153,"['keeps', 'making', 'rage', 'giving', 'smart', 'answers', 'id', 'rather', 'use', 'google', 'even', 'tho', 'chatgpt', 'makes', 'stories', 'still', 'makes', 'angry', 'want', 'scream']","['smart', 'angry']","['keeps', 'making', 'rage', 'giving', 'use', 'makes', 'makes', 'want', 'scream']",False,['request']
let's not do what I asked it to do,2,negative,34,"['let', 'asked']",[],"['let', 'do', 'asked', 'do']",False,[]
uses lots of water kills polar bears causes global warming please shut down image and video creation,1,negative,100,"['uses', 'lots', 'water', 'kills', 'polar', 'bears', 'causes', 'global', 'warming', 'please', 'shut', 'image', 'video', 'creation']","['polar', 'global']","['uses', 'kills', 'causes', 'shut']",True,[]
it's a not good quality it needs to subscribsion pack for more services,1,negative,71,"['good', 'quality', 'needs', 'subscribsion', 'pack', 'services']","['good', 'more']","['needs', 'subscribsion']",False,[]
omg it don't actually watch the link of utube video I sent but lied and saying other things,2,negative,91,"['omg', 'actually', 'watch', 'link', 'utube', 'video', 'sent', 'lied', 'saying', 'things']","['utube', 'other']","['watch', 'sent', 'lied', 'saying']",False,[]
Cancelled plans? Cancelled membership. ✌️😒 Wish ya the best.,1,negative,60,"['cancelled', 'plans', 'cancelled', 'membership', 'wish', 'ya', 'best']",['best'],"['Cancelled', 'Cancelled']",False,[]
this app is so bad because you have a limit and need internet and sometimes they don't respond,1,negative,94,"['app', 'bad', 'limit', 'need', 'internet', 'sometimes', 'respond']",['bad'],"['have', 'need', 'respond']",True,['request']
"I am very disappointed with Google Gemini. Even when I type in Hindi, it randomly replies in English, which is frustrating. Also, basic features like image editing often don’t work and it keeps saying “Sorry, I can’t do that.” The app claims to be powerful, but in real use it feels inconsistent and unreliable. Please fix these issues and improve user experience.",1,negative,364,"['disappointed', 'google', 'gemini', 'even', 'type', 'hindi', 'randomly', 'replies', 'english', 'frustrating', 'also', 'basic', 'features', 'like', 'image', 'editing', 'often', 'work', 'keeps', 'saying', 'sorry', 'app', 'claims', 'powerful', 'real', 'use', 'feels', 'inconsistent', 'unreliable', 'please', 'fix', 'issues', 'improve', 'user', 'experience']","['disappointed', 'frustrating', 'basic', 'powerful', 'real', 'inconsistent', 'unreliable']","['type', 'replies', 'work', 'keeps', 'saying', 'do', 'claims', 'feels', 'fix', 'improve']",True,"['request', 'bug', 'ux']"
